Название;КПП;Сайт;Категория;ИНН;Почта;Адрес;Телефон;ОГРН
ООО ЭЛЕМЕНТ;;element-a.ru ;Заводы запчастей и компонентов;1650206681; info@element-a.ru;ул. Низаметдинова, 2 стр.2, Набережные Челны, Респ. Татарстан, Россия, 423806;8 (800) 201 03 30 ;1101650000000
Взас, ООО;784101001;www.vzas.ru ;Алюминиевые заводы;4703047137;;Санкт-Петербург, ул. Дорога на Петро-Славянку, 5, литера Б;;1024700000000
Помор Архангельск;;www.motopomor.com/ ;Механические заводы;;info@motopomor.ru;Архангельская область, Архангельск, пр. Московский, д. 27;+8 (800)777-02-47 ;
Травы России Москва;;;Производители бакалеи;;info@rherbs.ru;Московская область, Москва;74956646754;
Волжский завод металлоконструкций (ВЗМ);;;Заводы металлоконструкций;;info@metalcon.ru;Волгоградская область, г. Волжский, ул. Автодорога, 6 стр. 4;8 (8443)41-18-28, 41-11-33, 41-17-71 ;
"Мехзавод ""Калачинский"", ОАО";551501001;www.mzkalach.narod.ru ;Механические заводы;5515000138;psemail@inbox.ru;Калачинск, ул. Заводская, 5;73815447;1025500000000
Минерал-Хорс, ООО;234201001;mineralhors.ru/ ;Заводы строительных материалов;2342017145;mh@mineralhors.ru;394000, г. Воронеж, ул. Ленина, 73;+ 7 473 239 84 93, + 7 473 261 95 03 ;1072340000000
Скоростные Катера МГ, ООО;780501001;mg-boat.ru ;Заводы РТИ;7805596741;sale@mg-boat.ru;Ленинградская область, Санкт-Петербург, Волхонское ш., д. 6;+7 (812)4073070 ;1127850000000
Саурес, ООО;772701001;www.saures.ru ;Приборостроительные заводы;7727296410;info@saures.ru;Московская обл., г. Москва, ул. Большая Черемушкинская, д. 13, стр. 4;7495427;1167750000000
Форт-Н Xxi, ООО;501201001;www.fortfood.ru ;Масложировые комбинаты;5012022262;info@fortfood.ru;Московская область, Балашиха, д. 37, корпус 1;+7 (498)663-14-95 ;1035000000000
МДФ-ЮГ+, ООО;237201001;;Мебельные фабрики;2372008758;mdf.yug-krasnodar@yandex.ru;Краснодарский край, Краснодар, Северная, 320;89181204920;1142370000000
Тимашевская Птицефабрика, ООО;637201001;;Мясоперерабатывающие заводы;6372014195;tpf-secretary@mail.ru;Самарская область, п. Садгород;;1096370000000
Сактон, ООО;184101001;shop.sakton.ru ;Швейные фабрики;1841000730;sakton@sakton.rumag@sakton.ru;Удмуртская респ., Ижевск, ул. Ключевой пос, д. 7;;1081840000000
"ППК ""Практика"", ООО";772401001;www.euroluki.ru ;Керамические заводы;7709513968;zakaz@euroluki.ru;Московская обл., г. Москва, ул. Генерала Белова, д. 43, корпус 2, 2 этаж, офис 32;+7 (495)950-56-89 ;1037740000000
"КГП ""Бебеля"", ООО (Моисеенко 22)";784201001;www.dommod.spb.ru/ ;Производители галантерейных изделий;7825675670;mail@bechle.ru;Ленинградская область, Санкт-Петербург, ул. Моисеенко, д. 22;+7 (812)274-80-22 ;1037840000000
Трикотаж-Владимир, ООО;332801001;www.tricotazh.com ;Производители галантерейных изделий;3328012556;info@tricotazh.com;Владимирская область, Владимир, ул. Электрозаводская, д. 1, офис 212;+7 (4922)60-05-45 ;1163330000000
ИП Петров Майкл Николаевич;;;Заводы металлоконструкций;2,10E+11;taxix007@yandex.ru;Чувашская Республика, п. Вурнары, ул. Карла Маркса 61;+7 (937)398-37-42 ;314213000000000
"ПО ""Спецавтоматика"", ЗАО";222701001;;Машиностроительные заводы;2227005952;sales@sauto.biysk.ru;Алтайский край, Бийск, ул. Лесная, д. 10; (3854)44-90-42 ;1022200000000
Завод Москабель, ООО;772201001;www.mkm.ru ;Кабельные заводы;7722743350;sale@ck.mkm.ru;Москва, ул. 2-я Кабельная, 2;+7 (495)673-52-81 ;1117750000000
Аврора Барнаул;;;Швейные фабрики;;avrora-b2017@mail.ru;Алтайский край, Барнаул;8 (3852)290-322 ;
Птицекомплекс Лаишевский, ООО;162401001;www.ko-ko.ru ;Мясоперерабатывающие заводы;1624007697;tpkl-16@yandex.ru;Республика Татарстан, п. Имени 25 Октября, ул.Почтовая, д.19;+7 (84378)3-55-67 ;1021610000000
РБК, ООО;505001001;www.kolvy.ru ;Производители бакалеи;5050047540;kolvy@kolvy.ru;Москва, ул. 9-я Парковая, д. 39, оф. 404;7499135;1045010000000
Авиаль, ООО;770501001;zavodavial.ru/ ;Метизные заводы;7706728531;info@zavodavial.ru;Москва, ул. Большая Татарская, д. 35, стр.3;+7 (495)648-66-11 ;1097750000000
"ЛВЗ ""Глазовский"", ОАО";183701001;www.glvz.ru ;Ликеро-водочные заводы;1829013003;market@glvz.ru;Удмуртская Республика, Глазов, ул. 2-ая Набережная, 13;+7 (341-41)5-33-32 ;1021800000000
ЭЛА Контейнер РУ, ООО;402501001;www.ela-container.ru/ ;Другие производители;4025449300;info@ela-container.ru;Обнинск(Калужская область);74 843 957 247;1174030000000
КрымГипс.рф с. Червоное;;xn--c1akeircl9e.xn--p1ai/ ;Заводы строительных материалов;;krymgips@yandex.ru;Республика Крым, с. Червоное, ул. Северная, 1-Б;79781406486;
Аристо Москва;;www.aristo.ru ;Заводы металлоконструкций;;info@aristo.ru;Московская область, Москва;+7 (495)120-50-27 ;
"ПФ ""Челнинский Арматурный Завод"", ООО";165001001;www.chelaz.ru ;Арматурные заводы;1650086286;info@chelaz.ru;Республика Татарстан, Набережные Челны, ул. Садоводческая, 36;+7 (800)707-01-41 ;1021600000000
"ТД ""Новосибирск-Восток-Сервис"", ООО";540501001;www.vsepalochki.com/ ;Фабрики игрушек;5407242901;vsepalochki@mail.ru;Новосибирская обл., г. Новосибирск, ул. Радужная, д. 22;79139153349;1155480000000
ОГК-2, ПАО;260701001;;Электромеханические заводы;2607018122;rgres@ogk2.ru;Рязанская область, Новомичуринск, ул. Промышленная, 1; (49141)4-18-21 ;1052600000000
СВЕТ, АО;183901001;zavodsvet.ru ;Стекольные заводы;1830000094;steklo@zavodsvet.ru;Можга(Удмуртская Республика);;1021800000000
ПК 'Релакс', ООО ('ПК 'Релакс');667901001;orto-relaks.ru ;Швейные фабрики;6679026296;market@orto-relaks.ru;Свердловская область, Екатеринбург, ул. Окружная, 3;73432957208;1126680000000
Текстиль гид Иваново;;;Текстильные фабрики;;30116622@mail.ru;Ивановская область, Иваново, ул. Сосновая, д. 1а, офис 3092;89106682158;
"ВХЗ ""Кристалл"", ОАО ""Вхзк"", ОАО";614301001;www.вхз-кристалл.рф ;Химические заводы;6143047632;vxzkristall@yandex.ru;Ростовская обл., г. Волгодонск, ул. Химиков, д. 60/5;+7 (8639)22-13-74 ;1026100000000
Пелигрин Матен, ООО;772801001;shop.peligrin.ru ;Химические заводы;7728639290;info@peligrin.ru;Московская обл., г. Домодедово, Каширское шоссе, д. 11;7499314;1077760000000
Лера, ООО;662501001;www.bonbonk.ru ;Швейные фабрики;6625027712;tm-bonbon@yandex.ru;Свердловская область, Екатеринбург, ул. Энтузиастов, дом 15, оф. 20;+7 (3439)296-103 ;1036600000000
РФП Лесозаготовка, АО;272101001;www.rfpgroup.ru/ ;Лесохимические заводы;2721173130;rfpgroup@rfpgroup.ru;680000, Хабаровск, ул. Пушкина, 23а;+7 (4212)400-500 ;1102720000000
Возрождение и Развитие, ООО;366601001;gematogen.com ;Кондитерские фабрики;3666002461;info@gematogen.com;Воронежская область, Воронеж, ул. К. Маркса, д. 51А;+7 (473)253-16-89 ;1023600000000
Адмирабль, ООО;541001001;xn--80aadkuud7a8h.xn--p1ai/ ;Заводы полимерных материалов и изделий;5410106546;t2747948@mail.ru;7-й Магистральный пер., д. 20;73832747948;1025400000000
Ледел, ООО;165801001;www.ledel.ru ;Светотехнические заводы;1658106209;sales@ledel.ru;Республика Татарстан, Казань, ул. Шамиля Усманова, 31a;+7 (800)100-30-30 ;1091690000000
Эра, ООО (Филиал г. Казань);623001001;era.trade/ ;Механические заводы;6230054957;market@era-vent.ru;Рязанская область, Рязань, Новоселковская, д. 17;+7 (4912)70-16-76 ;1066230000000
Страна Леденцов - 1, ООО;540501001;sibledenec.ru ;Кондитерские фабрики;5405964972;stranaledencov@gmail.com;Новосибирская область, Новосибирск, ул. Выборная, д. 115/1;7913673;1155480000000
"ВМЗ ""Северный Ниобий"", ООО";745901001;www.sevnib.ru ;Заводы черных металлов;7459000079;info@sevnib.com;Челябинская область, Каслинский р-н, п. Вишневогорск, стр. 2;+7 (351)4936165 ;1127460000000
Русские Фонари, ООО;773101001;www.rusfonar.ru ;Светотехнические заводы;7731329153;info@rusfonar.ru;Москва, ул. Верейская, 29, стр. 42;7495579;1167750000000
Кировская Меховая Фабрика, ООО;434501001;kirovmeh.ru ;Меховые фабрики;4345466456;KIROVMEX@MAIL.RU;Кировская область, Киров, ул. Заводская, д. 41;+8 (8332)47-39-02 ;1174350000000
